ID;DT_CUSTOMER;YEAR_BIRTH;ANNUAL_INCOME;ID_EDUCATION;ID_MARITAL_STATUS;KID_HOME;TEEN_HOME;DAYS_LAST_PURCHASE;MNT_WINES;MNT_FRUITS;MNT_MEAT;MNT_FISH;MNT_SWEET;NUM_DEALS_PURCHASES;WEB_PURCHASES;CATALOG_PURCHASES;STORE_PURCHASES;WEB_VISITS_MONTH;COMPLAIN
6818;12/9/2012;1974;44989;3;4;0;1;26;98;0;106;49;10;5;5;1;5;6;0
3526;27/1/2014;1968;38443;5;4;1;1;58;32;0;5;0;0;2;1;0;3;7;0
8181;13/9/2013;1978;38593;1;5;1;0;42;51;12;49;17;24;3;4;1;3;8;0
1029;1/8/2013;1970;64413;5;6;0;1;27;200;5;44;0;10;1;5;1;5;5;0
7369;2/10/2013;1981;36959;4;4;1;0;56;25;6;25;6;0;2;2;0;3;8;0
2574;31/1/2013;1977;61996;5;4;0;1;27;1050;12;144;0;0;3;6;4;8;5;0
8159;1/4/2014;1968;51287;3;4;1;1;10;117;0;22;13;0;3;4;1;3;7;0
1160;23/8/2013;1970;13260;3;4;1;1;48;9;4;17;10;2;4;3;0;3;8;0
10242;16/9/2013;1966;47472;5;6;1;1;39;56;0;11;0;0;2;2;0;4;5;0
5253;9/7/2013;1956;54603;4;6;1;1;85;145;13;46;17;2;6;4;2;4;7;0
5966;10/11/2012;1974;45207;5;4;1;1;64;203;0;10;0;0;5;3;1;6;6;0
5314;18/3/2013;1951;40689;3;6;0;1;69;270;3;27;39;6;7;7;1;5;8;0
5081;20/10/2013;1967;47821;1;6;1;1;54;9;0;16;6;6;1;1;0;3;8;0
5123;15/4/2013;1951;27450;4;4;0;0;57;37;12;23;8;11;1;2;1;3;7;0
5756;3/4/2014;1983;39453;3;6;1;0;64;46;0;7;0;0;2;2;0;3;6;0
8036;18/4/2014;1971;26850;1;6;1;1;10;31;1;13;7;2;4;2;1;4;4;0
9058;23/9/2012;1955;79800;3;7;0;0;65;1060;21;530;32;0;1;5;11;5;3;0
5057;14/9/2013;1961;61794;4;4;0;1;74;264;47;188;54;47;2;4;4;10;2;0
254;17/5/2014;1955;53863;3;6;0;1;4;399;4;30;6;4;3;7;1;7;7;0
4179;20/8/2013;1959;24221;3;6;0;0;94;8;9;9;2;5;1;1;1;3;4;0
3710;12/10/2012;1984;39684;5;5;1;0;41;19;0;35;6;4;2;2;1;2;7;1
7627;12/12/2012;1975;92163;4;4;0;0;25;817;183;797;106;163;0;5;11;5;2;0
4501;10/11/2013;1965;69882;4;5;0;0;94;292;127;635;132;127;1;3;7;9;1;0
6424;30/1/2014;1977;33178;3;6;1;0;9;12;6;2;11;2;1;1;0;3;4;0
3075;11/9/2013;1972;59973;5;4;0;0;47;130;30;168;20;34;1;3;4;7;1;0
4992;19/9/2013;1975;17459;4;6;1;0;12;6;4;16;3;10;3;3;1;2;7;0
5252;26/10/2012;1969;23910;3;3;1;0;80;16;12;18;7;1;1;2;0;3;7;0
7444;19/10/2013;1969;42169;4;4;1;1;20;19;0;9;0;0;2;1;0;3;8;0
6919;4/6/2013;1978;26224;1;4;1;0;39;4;7;15;13;9;3;2;1;3;6;0
3537;17/8/2012;1981;31089;3;6;1;0;57;31;3;31;2;8;3;3;0;4;8;0
10277;21/2/2013;1961;30081;3;5;0;1;27;36;0;2;0;0;1;1;0;3;7;0
2453;31/8/2012;1960;62807;3;6;0;1;83;526;28;135;10;21;3;5;3;12;5;0
7972;17/9/2013;1955;72906;3;5;0;0;79;400;32;519;71;75;1;3;4;9;1;0
895;9/12/2012;1948;61467;5;4;0;2;69;410;16;114;0;5;3;5;2;10;5;0
1177;26/1/2013;1966;49618;4;6;1;1;77;80;3;26;4;2;4;3;1;3;7;0
7141;29/12/2012;1986;21888;4;5;1;0;15;88;10;46;2;3;4;5;1;2;10;0
7232;11/2/2014;1973;42429;3;7;0;1;99;55;0;6;2;0;2;1;1;3;5;0
8477;11/3/2013;1956;26150;3;3;2;1;61;5;1;13;3;5;1;1;0;3;7;0
2457;26/10/2012;1975;30801;2;4;0;1;23;8;4;5;15;2;2;1;0;3;7;0
988;7/5/2014;1965;81168;3;4;0;0;84;410;0;592;147;22;1;6;4;7;3;0
7930;19/8/2013;1969;26877;4;5;0;0;74;101;13;76;20;18;2;3;1;6;6;0
4587;18/7/2013;1944;45006;4;7;0;0;90;162;25;53;16;0;1;3;1;7;3;0
6682;11/12/2012;1973;18978;2;4;1;0;41;2;8;1;4;7;1;1;0;3;8;0
6222;28/10/2013;1967;22574;3;4;2;1;28;25;0;8;2;0;2;2;0;3;7;0
10299;9/11/2012;1969;48240;5;5;0;0;73;389;91;248;64;49;3;6;3;13;5;0
3083;26/7/2013;1974;45837;3;4;1;1;88;215;13;87;17;17;5;6;2;5;7;0
8953;6/5/2013;1965;35791;4;5;2;1;94;27;0;5;0;0;2;1;0;3;8;0
1503;3/6/2013;1976;162397;5;6;1;1;31;85;1;16;2;1;0;0;0;1;1;0
8650;18/3/2013;1978;54162;3;7;1;1;31;5;6;10;6;5;1;1;0;3;4;0
10862;17/8/2012;1960;30522;4;4;0;1;6;179;8;83;19;11;5;1;2;9;2;0
2782;11/7/2013;1961;54456;5;4;0;1;23;352;0;27;10;0;3;6;1;7;6;0
6941;14/7/2013;1971;31632;3;5;0;0;92;17;8;12;11;15;1;2;1;2;7;0
10972;10/3/2014;1949;72298;3;7;0;0;52;625;35;169;58;17;1;4;3;6;1;0
10708;28/12/2013;1978;36975;1;5;1;0;50;10;6;11;0;4;1;1;0;3;7;0
6583;3/6/2013;1955;72635;1;4;0;0;54;390;22;323;104;35;1;6;8;6;3;0
3641;20/1/2013;1976;13624;3;4;1;0;93;10;2;15;2;1;2;2;0;3;6;0
10156;3/6/2013;1975;84196;3;5;0;1;56;215;63;507;231;31;1;8;4;7;3;0
4299;21/9/2012;1960;70971;3;6;0;1;28;1001;17;572;93;125;7;11;11;5;7;0
3469;6/9/2012;1977;34487;5;3;1;1;94;19;18;33;24;1;3;3;0;3;9;0
5063;18/12/2012;1977;28769;3;5;1;0;76;41;5;129;10;3;3;4;1;4;9;0
10727;19/11/2013;1970;69084;5;4;1;0;43;1181;107;199;39;30;2;7;3;13;8;0
9624;13/6/2014;1958;65488;5;6;0;0;46;603;45;207;36;18;1;3;4;6;1;0
5156;15/1/2014;1970;62466;1;4;0;1;13;129;129;259;168;121;5;6;3;12;4;0
4376;15/2/2014;1960;32218;1;5;0;0;27;10;24;15;13;1;1;2;1;3;7;0
8923;18/4/2013;1973;83917;3;5;0;0;12;514;22;732;42;198;1;6;7;7;3;0
8461;10/3/2014;1962;46102;3;3;2;1;3;14;0;1;0;0;1;1;0;2;7;0
6945;4/6/2013;1952;84574;3;5;0;0;72;387;20;713;38;54;1;9;11;11;5;0
944;8/1/2013;1962;56181;3;4;0;1;6;121;103;69;8;44;1;4;2;7;4;0
1907;28/9/2012;1950;63120;4;3;0;1;53;965;69;279;54;41;5;8;4;9;7;0
701;6/11/2013;1971;73691;3;4;0;1;58;707;21;250;85;43;2;6;2;8;2;0
3856;5/10/2012;1960;63381;3;6;0;1;78;571;50;142;33;50;4;4;5;13;2;0
4149;13/5/2014;1948;76140;5;6;0;0;57;586;66;653;17;0;1;5;9;6;2;0
2131;30/12/2012;1959;62859;5;3;0;1;37;1063;89;102;16;12;4;9;4;6;6;0
2942;7/5/2013;1964;45906;3;5;0;1;20;305;3;27;4;3;2;5;4;4;5;0
1173;10/3/2013;1947;77632;4;6;0;0;73;1200;105;758;0;42;1;4;2;6;2;0
4381;18/8/2013;1971;46463;5;4;1;1;56;163;2;40;8;11;7;3;1;6;6;0
4611;21/1/2013;1970;105471;3;6;0;0;36;1009;181;104;202;21;0;9;8;13;3;0
3376;13/12/2013;1970;55282;4;3;1;0;9;125;6;73;8;4;1;3;1;6;4;0
4679;23/5/2014;1977;78710;4;4;0;1;42;721;0;152;119;50;3;7;6;12;4;0
10928;16/9/2013;1958;66886;3;6;0;1;28;315;4;62;41;31;2;7;1;7;5;0
4248;17/2/2014;1960;98777;4;5;0;0;23;1000;19;711;125;115;0;4;6;9;1;0
6728;27/8/2012;1985;29103;3;6;1;0;38;16;0;17;6;3;2;1;0;3;9;0
6661;12/8/2012;1974;67445;3;4;0;1;63;757;80;217;29;80;5;9;6;12;6;0
4725;13/4/2014;1950;50616;5;6;0;1;71;30;2;25;0;1;1;1;1;4;2;0
3277;3/8/2012;1955;49431;3;3;0;1;9;219;3;100;26;0;2;7;1;5;8;0
5555;7/2/2014;1975;153924;3;3;0;0;81;1;1;1;1;1;0;0;0;0;0;0
2564;4/1/2014;1953;61278;3;6;0;1;87;111;3;28;2;6;2;3;1;4;6;0
946;22/9/2012;1958;26490;1;6;0;0;92;45;47;52;21;20;2;3;1;5;6;0
3867;31/8/2013;1947;73059;5;6;0;1;36;410;112;420;0;82;1;9;3;13;4;0
6940;21/10/2013;1966;46734;5;5;1;2;86;100;1;39;6;1;4;3;2;3;6;0
55;7/12/2012;1963;56253;3;6;0;1;83;509;0;65;7;11;4;7;2;9;6;0
7093;14/11/2013;1985;19986;3;4;1;0;74;3;6;5;0;2;1;0;0;3;7;0
5084;25/12/2013;1975;58330;3;7;0;1;87;445;53;213;104;98;1;6;4;13;4;0
1777;7/9/2012;1980;25965;2;4;0;0;29;2;2;11;41;7;1;2;0;3;8;0
8162;1/1/2013;1956;14661;4;6;0;0;88;4;1;11;6;2;1;1;0;3;6;0
10826;28/12/2012;1959;18690;3;4;0;0;77;6;1;7;23;4;1;1;1;2;8;0
8754;16/5/2013;1974;45068;5;6;0;1;25;14;0;3;0;0;1;1;0;2;7;0
1987;25/9/2013;1987;21063;2;5;1;0;34;1;10;11;19;3;2;2;0;3;6;0
11007;9/5/2013;1968;29187;5;4;1;0;43;26;0;6;0;0;1;1;0;3;8;0
7426;7/11/2013;1971;54690;1;4;1;1;76;111;16;37;7;9;3;3;1;5;3;0
9153;29/7/2013;1964;59304;5;4;0;1;81;418;61;428;80;51;3;7;8;10;5;0
10379;8/11/2013;1962;59247;4;5;0;2;87;327;9;122;19;14;5;5;2;9;6;0
9204;12/9/2012;1970;66731;3;7;0;1;33;371;159;194;58;106;4;4;3;6;3;0
3197;16/12/2013;1980;77353;3;4;0;1;38;275;59;107;69;101;2;6;4;8;4;0
2920;1/12/2012;1975;52614;5;5;0;1;63;789;0;142;12;9;2;2;4;8;8;0
6961;22/5/2014;1974;26751;3;4;2;0;26;1;1;5;0;3;1;1;0;2;8;0
4673;30/10/2012;1963;81300;5;4;0;1;17;1004;12;145;32;12;3;10;3;5;5;0
9937;2/1/2014;1979;70337;3;5;0;0;75;187;81;149;25;43;1;2;2;12;1;0
8779;16/6/2013;1985;36145;1;4;1;0;13;56;4;76;17;1;4;4;1;3;9;0
9596;23/12/2013;1980;65295;5;5;0;0;19;365;32;117;34;110;1;3;3;13;2;0
2891;18/10/2013;1963;68118;3;3;0;1;51;595;23;123;10;23;2;8;9;4;6;0
4910;30/8/2012;1967;68743;3;3;0;0;81;1132;134;384;175;134;1;11;5;13;7;0
75;25/7/2013;1982;41039;1;6;0;0;32;34;11;137;179;61;1;8;1;5;8;0
10120;24/10/2013;1955;38946;3;6;0;1;84;116;6;82;6;6;2;3;1;6;5;0
6327;19/12/2013;1967;65777;3;6;0;0;87;565;32;435;28;32;1;2;8;6;1;0
10142;7/3/2013;1976;66476;5;3;0;1;99;372;18;126;47;48;2;5;2;11;4;0
9826;12/9/2012;1972;86857;5;5;0;0;96;899;102;838;133;102;1;5;6;10;2;0
1501;4/8/2012;1982;160803;5;4;0;0;21;55;16;1622;17;3;15;0;28;1;0;0
10767;16/5/2014;1989;77845;5;6;0;0;40;760;40;480;0;40;1;3;5;12;1;0
7279;30/9/2013;1969;69476;5;6;0;0;3;260;86;559;63;9;1;4;6;4;2;0
7230;4/10/2012;1960;50611;5;3;0;1;98;459;0;24;6;0;6;4;5;7;6;0
143;25/8/2013;1970;61209;3;5;0;0;73;466;0;224;119;49;1;5;3;4;2;0
450;12/7/2013;1958;42315;4;6;0;1;90;67;15;80;17;11;3;1;4;4;3;0
9316;2/11/2013;1952;13084;2;6;0;0;29;2;0;7;3;7;1;1;0;3;6;0
6379;29/5/2013;1949;47570;4;7;1;1;3;67;1;20;0;2;3;2;2;2;7;0
9239;26/7/2013;1961;61923;4;4;0;2;94;92;4;18;3;3;1;2;1;4;3;0
8315;26/3/2014;1995;34824;3;5;0;0;65;4;2;11;2;0;1;1;0;2;6;0
2868;8/4/2013;1949;26518;5;5;1;1;33;20;1;28;3;3;3;2;0;3;8;0
10888;3/11/2013;1961;45938;3;5;0;0;46;273;11;178;62;83;2;8;4;6;6;0
1277;9/4/2014;1960;78468;3;6;0;0;29;434;22;388;104;22;1;10;7;10;4;0
9977;17/9/2013;1973;78901;3;3;0;1;99;321;11;309;33;26;3;9;3;5;4;0
10196;12/3/2014;1978;71427;3;4;2;0;26;212;123;177;15;64;2;8;2;8;4;0
6384;11/2/2014;1978;71022;3;3;0;1;30;909;12;278;0;12;3;5;2;11;8;0
8029;29/4/2014;1988;90247;4;5;0;0;27;1184;32;352;21;16;1;3;4;7;1;0
968;26/12/2013;1968;41335;4;3;1;0;24;112;19;21;16;14;3;4;1;4;7;0
6988;10/1/2013;1986;71952;3;4;1;0;93;656;80;455;52;107;2;8;4;8;4;0
4472;27/6/2014;1970;35682;5;3;1;0;34;23;0;8;6;2;1;1;1;3;2;0
6991;10/4/2013;1951;43185;3;3;0;1;88;537;6;42;16;6;2;9;3;6;8;0
3336;21/11/2013;1948;66375;5;6;0;1;96;712;0;45;0;0;3;2;4;5;7;0
4301;10/1/2013;1971;35178;4;4;1;0;10;23;1;13;2;2;1;1;1;2;7;0
1940;12/7/2013;1986;25252;3;4;1;0;26;1;3;4;2;2;1;1;0;2;8;0
1272;21/10/2012;1965;55250;4;5;0;1;49;664;58;83;32;0;4;7;5;10;5;0
1388;20/2/2013;1975;33249;3;5;1;0;11;6;10;21;19;14;2;2;1;3;6;0
1044;14/5/2013;1953;58398;3;6;0;0;44;299;5;201;21;21;3;5;4;8;4;0
6969;7/8/2013;1982;50272;3;6;1;0;75;99;13;66;43;8;3;4;1;5;7;0
10479;7/12/2012;1975;76618;5;4;0;0;64;749;40;294;121;160;1;3;2;5;1;0
3619;23/9/2012;1960;87305;1;3;0;0;19;345;25;501;63;138;1;5;3;8;2;0
1715;11/2/2013;1978;25851;3;6;1;0;45;9;4;18;7;5;2;2;0;3;7;0
10159;31/3/2013;1970;58710;3;3;0;1;77;440;81;368;0;122;6;11;5;9;6;0
1463;29/3/2014;1958;45160;3;5;1;1;9;8;2;5;3;0;1;1;0;2;7;0
5114;19/12/2012;1965;74806;4;4;0;1;1;670;9;249;0;28;2;5;4;5;4;0
4990;2/5/2013;1954;59111;3;4;0;0;90;524;0;134;28;28;1;11;1;8;7;0
4329;23/5/2014;1984;18988;5;4;1;0;43;6;0;6;2;1;2;1;0;3;7;0
10936;13/2/2013;1965;72190;3;4;0;0;79;597;166;597;172;166;1;5;6;4;3;0
4692;1/8/2012;1976;7500;3;4;1;0;19;7;0;12;13;7;5;4;1;2;9;0
7212;8/6/2014;1966;44794;3;4;0;1;99;54;0;7;0;0;1;2;0;3;6;0
6086;23/11/2013;1955;80395;3;4;0;0;62;445;25;706;80;76;1;6;5;12;2;0
437;25/1/2014;1976;75012;4;3;0;0;41;294;142;218;164;58;1;3;8;11;1;0
11171;11/10/2013;1965;56962;4;4;2;1;60;292;3;77;10;3;7;6;3;5;7;0
11101;15/4/2013;1991;89891;3;6;0;0;17;412;22;132;59;28;1;11;6;8;4;0
5329;27/9/2013;1949;35946;5;3;1;1;24;8;0;3;0;0;1;0;0;3;5;0
610;7/8/2012;1953;53593;5;6;1;1;60;349;4;78;6;0;8;7;2;6;8;0
9384;12/6/2013;1978;66373;3;4;1;1;57;328;9;124;12;24;7;4;2;10;3;0
5956;16/10/2013;1948;45072;5;3;1;2;74;144;2;99;7;2;5;6;1;4;8;0
10430;9/10/2013;1973;89694;3;3;1;1;22;1126;28;211;37;28;3;4;3;4;5;0
7875;29/4/2014;1949;72025;3;4;0;0;46;967;0;617;43;50;1;4;8;13;2;0
7072;29/3/2013;1973;67432;3;4;0;1;69;432;79;341;177;136;2;8;5;4;4;0
6255;3/6/2014;1952;70545;4;6;0;1;29;138;39;63;55;18;1;4;1;7;2;0
6516;18/3/2013;1989;17487;2;4;1;0;37;0;0;1;7;4;1;1;0;2;7;0
5564;9/8/2012;1969;62882;3;6;0;1;26;509;133;497;78;24;2;7;5;6;4;0
5682;23/3/2013;1953;64108;5;5;0;1;8;948;10;86;13;21;4;6;9;11;5;0
7458;6/3/2013;1956;34941;4;6;1;1;26;39;2;25;4;3;2;3;0;3;8;0
5237;1/1/2014;1950;48767;5;5;1;2;79;28;1;21;3;0;3;2;1;3;5;0
7761;1/8/2013;1978;38702;1;6;1;0;71;13;11;24;13;8;2;3;0;4;6;0
5278;25/1/2014;1964;82224;3;4;0;0;83;307;26;360;138;31;1;6;9;5;3;0
3560;12/5/2013;1952;83844;3;6;0;0;57;901;31;345;75;31;1;4;4;11;1;0
7235;9/12/2013;1975;17003;1;4;1;0;37;2;5;12;4;8;3;2;0;4;5;0
10548;9/3/2014;1995;71163;3;5;0;0;30;283;17;372;138;106;1;3;8;12;1;0
2281;15/9/2013;1970;33697;3;5;1;0;34;4;3;7;0;3;1;1;0;2;7;0
4073;29/1/2014;1954;63564;1;4;0;0;0;769;80;252;15;34;1;10;10;7;6;0
6974;31/12/2013;1972;83443;5;6;0;0;89;518;42;742;55;56;1;6;10;5;2;0
7938;3/10/2013;1958;51518;5;6;0;1;92;350;8;66;17;4;2;3;2;10;3;0
7094;25/12/2013;1975;58330;3;7;0;1;87;445;53;213;104;98;1;6;4;13;4;0
3667;28/2/2013;1969;80952;3;4;0;0;20;778;178;689;41;27;1;8;5;11;8;0
7723;2/5/2014;1979;75507;3;6;0;0;56;709;93;374;104;80;1;8;6;6;3;0
3870;9/2/2013;1978;63855;1;6;0;0;28;359;35;314;93;116;1;7;3;13;4;0
4012;11/8/2012;1972;62220;5;6;0;1;55;799;12;375;16;12;5;7;6;5;6;0
5909;19/9/2013;1964;58512;3;4;0;1;25;895;10;101;13;0;5;3;4;8;8;0
10470;15/3/2013;1979;40662;4;4;1;0;0;40;2;23;0;4;2;2;1;3;4;0
6488;6/4/2014;1959;38829;5;4;0;1;86;76;0;7;0;0;1;3;2;2;5;0
10270;3/10/2013;1981;35523;1;4;1;0;8;11;5;22;12;5;2;3;0;3;7;0
6887;24/4/2014;1967;79146;3;5;1;1;33;245;16;223;21;43;2;8;1;8;6;0
6406;28/10/2013;1988;78285;4;4;0;0;13;647;107;391;175;67;1;6;4;10;3;0
7573;10/5/2013;1978;31626;5;5;1;0;12;39;1;9;2;1;1;2;1;2;7;0
4508;22/5/2014;1952;75127;3;5;0;0;92;203;35;305;46;17;1;2;11;5;1;0
221;27/4/2013;1955;48726;3;4;0;1;90;138;3;38;4;0;3;3;2;4;6;0
5331;11/9/2012;1977;74985;3;4;0;0;8;587;51;898;247;0;1;3;6;7;2;0
1911;5/9/2012;1987;67430;3;6;0;0;6;595;97;291;127;133;1;11;5;12;6;0
20;1/9/2013;1965;46891;1;4;0;1;91;43;12;23;29;15;1;2;1;4;4;0
8786;26/5/2013;1956;62058;4;4;0;1;52;301;7;74;10;0;4;6;1;7;6;0
10582;3/7/2013;1979;72063;3;4;0;1;3;180;32;348;76;32;2;5;2;12;2;0
1915;12/12/2013;1951;78939;5;4;0;0;57;794;115;243;150;0;1;8;5;6;3;0
8897;24/4/2013;1965;42720;3;5;1;1;9;392;5;91;28;26;8;7;3;7;8;0
2371;13/4/2013;1972;33622;3;4;1;1;22;39;1;22;3;4;3;2;0;4;7;0
4303;8/12/2012;1957;6835;5;6;0;1;76;107;2;12;2;2;0;0;0;1;20;0
6825;6/3/2013;1953;41452;3;6;1;1;86;13;0;3;0;0;1;1;0;2;7;0
1072;30/8/2013;1965;40760;5;5;0;1;64;70;0;17;0;0;2;2;1;3;6;0
4964;26/1/2014;1958;74250;5;6;0;0;90;680;11;392;75;0;1;2;11;4;1;0
2461;18/12/2013;1955;51124;4;5;1;1;79;26;1;11;0;1;2;1;0;3;3;0
10736;12/9/2013;1971;72258;3;5;0;1;28;522;0;522;227;120;2;6;9;5;2;0
3194;5/4/2014;1974;71466;5;5;0;0;86;412;12;546;78;182;1;4;4;10;1;0
10839;14/4/2014;1976;36283;3;6;1;1;42;6;5;5;8;0;2;1;0;3;4;0
49;11/5/2014;1970;20587;3;5;1;0;39;2;3;6;4;1;1;1;1;2;7;0
4290;19/3/2014;1972;30467;3;4;1;0;8;1;3;8;2;5;1;1;0;2;7;0
10219;18/6/2013;1972;31590;3;6;1;0;40;6;2;15;6;6;1;1;0;3;8;0
4211;29/10/2012;1986;20425;2;4;1;0;5;4;12;5;3;16;2;2;0;3;7;0
1135;15/2/2014;1960;17144;4;6;1;1;96;18;2;19;0;2;5;3;0;4;7;0
6299;2/1/2013;1968;42564;5;3;0;1;28;324;48;186;39;18;6;6;8;4;7;0
10846;29/5/2014;1978;43783;4;4;1;0;22;327;9;125;25;4;6;7;1;8;7;0
347;8/9/2012;1976;40780;3;3;0;1;30;229;27;71;13;3;4;7;1;5;9;0
6543;15/1/2013;1945;62847;4;6;0;0;45;521;168;706;80;76;1;3;6;4;2;0
10446;7/11/2012;1957;82017;5;4;0;0;58;184;23;446;30;23;1;5;4;7;2;0
3479;19/7/2013;1950;16813;3;5;0;0;49;4;8;11;12;2;1;2;0;3;7;0
11075;29/10/2013;1978;51267;3;4;1;1;37;183;2;64;7;2;4;3;3;5;4;0
4442;5/4/2013;1961;46524;3;5;0;1;70;31;19;35;26;14;2;1;1;5;3;0
199;20/1/2013;1962;45183;4;5;0;0;33;219;3;60;12;9;1;4;1;7;7;0
6722;28/6/2014;1954;70421;5;4;0;1;98;479;28;136;75;14;3;10;3;7;6;0
796;23/10/2012;1965;60161;1;3;0;1;17;584;44;212;46;8;3;11;4;8;8;0
3749;2/3/2013;1973;73926;3;6;0;0;54;627;91;597;159;91;1;6;5;12;3;0
8523;14/12/2013;1968;19329;3;4;1;0;39;24;1;16;12;2;3;4;0;3;8;0
310;13/12/2013;1970;61872;4;4;0;1;81;330;5;159;36;27;4;4;4;9;4;0
8629;26/3/2013;1956;46984;3;7;1;1;71;19;1;10;2;1;1;1;0;3;5;0
236;19/1/2013;1951;34838;3;4;1;1;62;28;23;29;29;14;3;2;1;4;6;0
9930;5/11/2013;1944;82716;5;5;0;0;8;606;148;228;15;148;1;6;8;13;2;0
3483;6/4/2013;1958;48192;3;4;0;0;76;1039;43;204;153;58;3;2;8;12;8;0
4599;4/11/2013;1976;49681;4;4;0;2;66;411;0;26;0;0;6;7;1;7;7;0
7326;23/3/2014;1971;56850;4;4;0;1;83;34;1;19;2;7;1;1;1;3;2;0
7352;21/10/2013;1957;55267;3;4;0;1;28;161;28;136;32;3;4;3;4;6;3;0
2350;22/3/2013;1972;59666;3;4;1;1;87;623;53;178;23;17;7;3;2;8;8;0
9145;6/4/2013;1972;72504;3;5;0;1;43;604;26;470;123;161;2;5;9;6;2;0
2964;16/10/2013;1981;26872;3;4;0;0;0;3;10;8;3;16;1;1;1;2;6;0
5585;20/4/2013;1972;21359;3;5;1;0;1;12;2;17;6;1;2;2;0;3;8;0
9687;31/5/2014;1975;73170;3;5;0;0;1;184;174;256;50;30;1;5;4;6;2;0
3732;4/2/2013;1955;52750;4;4;0;1;72;393;0;239;90;69;6;5;7;9;4;0
6303;23/11/2013;1986;91820;5;6;0;0;72;410;73;747;76;161;0;5;5;12;1;0
11176;12/5/2014;1970;65968;5;6;0;1;12;376;9;83;19;4;2;5;4;7;3;0
2986;12/3/2014;1976;30772;3;4;1;1;89;7;2;4;2;1;1;1;0;2;6;0
7462;24/11/2012;1954;22507;3;5;0;0;67;68;0;226;51;157;3;10;2;4;9;0
3900;29/3/2014;1972;65685;3;4;0;1;54;642;14;49;0;7;1;9;2;9;5;0
7034;1/9/2013;1978;25804;1;4;1;0;34;8;7;9;13;6;2;2;0;3;8;0
9493;5/5/2013;1980;76412;5;5;0;0;15;840;53;804;23;71;1;5;4;8;3;0
1143;8/8/2013;1972;22063;3;4;1;0;43;7;10;13;3;11;2;2;0;3;7;0
1;15/6/2014;1961;57091;3;5;0;0;0;464;5;64;7;0;1;7;3;7;5;0
3855;18/4/2013;1963;22419;3;4;0;0;74;30;3;47;19;21;1;3;2;2;8;0
5536;22/5/2013;1959;87771;3;6;0;1;61;1492;38;287;50;57;1;5;10;4;6;0
5989;16/4/2013;1959;78353;1;3;0;1;51;752;122;476;39;153;1;10;2;11;8;0
9499;7/5/2013;1954;93404;3;4;1;2;97;1279;15;287;20;0;3;3;4;7;5;0
6768;12/1/2013;1962;37859;3;3;1;2;75;22;1;8;2;1;2;1;0;3;8;0
2150;11/5/2013;1958;80995;5;7;0;1;83;860;28;409;73;56;1;8;9;4;4;0
6646;1/3/2014;1984;16529;3;6;1;0;23;3;0;5;13;0;1;1;0;3;6;0
4887;22/11/2013;1976;55412;5;3;1;1;65;10;5;28;11;1;1;2;0;3;5;0
8560;10/9/2012;1992;48789;3;5;0;0;94;351;16;156;7;5;1;6;4;7;6;0
3321;5/5/2013;1967;56575;5;6;0;2;42;421;5;90;0;16;3;7;3;7;5;0
11003;2/10/2013;1980;25130;1;6;1;0;10;2;5;7;0;18;2;2;0;3;7;0
10402;14/2/2013;1967;35441;3;4;1;1;94;25;1;9;2;1;2;1;0;3;8;0
9904;29/3/2013;1956;71391;3;4;0;1;50;336;123;274;46;123;5;6;5;12;3;0
6141;25/4/2013;1972;49494;4;5;1;0;46;191;9;97;0;6;2;6;1;5;7;0
5687;23/9/2012;1980;81702;3;3;0;0;98;563;50;774;28;31;1;7;7;12;3;0
10856;2/7/2013;1980;45889;1;5;0;1;42;31;0;6;0;1;1;1;0;3;6;0
5121;21/3/2014;1977;56628;3;5;0;1;30;479;5;82;7;17;2;7;6;5;5;0
4186;5/8/2013;1950;34026;3;6;1;1;11;18;6;15;12;8;3;2;1;3;5;0
368;29/11/2012;1974;40049;3;4;0;1;61;91;65;52;10;44;3;3;2;6;5;0
3312;12/5/2014;1988;34176;3;5;1;0;12;5;7;24;19;14;4;3;0;4;6;0
11121;10/11/2012;1981;19419;3;4;1;0;76;2;14;28;16;3;4;4;0;3;9;0
5332;27/7/2013;1960;82504;1;4;0;0;2;362;50;431;134;35;1;3;6;7;1;0
5848;13/1/2014;1970;81205;3;6;0;0;43;724;74;929;97;55;1;5;6;7;2;0
10343;29/9/2012;1991;61618;1;5;0;0;27;605;91;399;0;45;2;3;6;8;3;0
5935;24/12/2012;1956;55284;4;5;0;1;60;547;7;140;0;7;3;7;5;8;5;0
2895;23/10/2013;1963;49980;3;5;0;1;79;104;1;54;13;9;2;3;1;5;5;0
10262;10/5/2013;1980;15072;3;4;2;0;96;8;2;15;0;10;4;3;1;3;5;0
7848;13/6/2013;1974;49166;3;5;0;1;17;224;2;25;7;0;2;5;3;3;6;0
9477;11/1/2014;1954;65324;5;4;0;1;0;384;0;102;21;32;3;6;2;9;4;0
4856;6/11/2012;1957;82347;1;4;0;0;38;556;54;845;202;133;1;7;7;10;3;0
7186;26/5/2014;1966;30843;5;6;1;1;43;24;0;2;0;0;2;1;1;2;5;0
5794;17/3/2014;1974;46374;5;4;0;1;1;408;0;21;0;0;3;7;1;7;8;0
1456;1/4/2013;1979;60474;3;5;0;1;25;265;199;303;234;9;7;10;2;12;7;0
4877;4/3/2014;1973;38576;4;4;0;1;2;34;0;7;0;0;1;1;0;3;7;0
